account_id,cluster
ACCT_002976,4
ACCT_002978,4
ACCT_002984,4
ACCT_002991,4
ACCT_003001,3
ACCT_003011,4
ACCT_003017,4
ACCT_003020,5
ACCT_003025,1
ACCT_003029,0
ACCT_003030,4
ACCT_003032,3
ACCT_003039,4
ACCT_003041,1
ACCT_003047,1
ACCT_003049,5
ACCT_003051,5
ACCT_003061,5
ACCT_003066,2
ACCT_003069,4
ACCT_003071,4
ACCT_003072,1
ACCT_003073,4
ACCT_003078,3
ACCT_003079,4
ACCT_003081,1
ACCT_003108,3
ACCT_003110,4
ACCT_003117,2
ACCT_003124,1
ACCT_003131,5
ACCT_003137,4
ACCT_003142,4
ACCT_003143,4
ACCT_003147,1
ACCT_003152,4
ACCT_003158,0
ACCT_003164,4
ACCT_003171,1
ACCT_003173,1
ACCT_003176,0
ACCT_003181,4
ACCT_003184,4
ACCT_003190,4
ACCT_003191,4
ACCT_003220,1
ACCT_003222,4
ACCT_003227,4
ACCT_003229,5
ACCT_003231,3
ACCT_003237,4
ACCT_003245,0
ACCT_003253,4
ACCT_003254,4
ACCT_003258,1
ACCT_003259,1
ACCT_003261,3
ACCT_003265,1
ACCT_003266,4
ACCT_003267,4
ACCT_003268,4
ACCT_003285,4
ACCT_003292,1
ACCT_003294,1
ACCT_003298,4
ACCT_003299,4
ACCT_003303,4
ACCT_003325,4
ACCT_003330,4
ACCT_003332,0
ACCT_003343,1
ACCT_003344,4
ACCT_003356,4
ACCT_003362,4
ACCT_003376,4
ACCT_003377,1
ACCT_003381,1
ACCT_003391,4
ACCT_003392,4
ACCT_003396,1
ACCT_003407,4
ACCT_003412,4
ACCT_003414,4
ACCT_003416,4
ACCT_003418,4
ACCT_003428,4
ACCT_003431,4
ACCT_003432,1
ACCT_003433,5
ACCT_003447,4
ACCT_003453,4
ACCT_003454,4
ACCT_003460,4
ACCT_003465,1
ACCT_003466,1
ACCT_003468,4
ACCT_003486,4
ACCT_003491,1
ACCT_003504,4
ACCT_003513,1
ACCT_003517,1
ACCT_003526,1
ACCT_003551,1
ACCT_003560,4
ACCT_003568,1
ACCT_003572,5
ACCT_003573,1
ACCT_003579,1
ACCT_003585,1
ACCT_003588,4
ACCT_003589,1
ACCT_003593,4
ACCT_003595,4
ACCT_003609,0
ACCT_003612,1
ACCT_003625,1
ACCT_003626,4
ACCT_003628,4
ACCT_003639,1
ACCT_003645,4
ACCT_003662,0
ACCT_003664,1
ACCT_003665,1
ACCT_003673,4
ACCT_003676,4
ACCT_003680,3
ACCT_003685,0
ACCT_003687,5
ACCT_003692,4
ACCT_003706,4
ACCT_003708,1
ACCT_003712,5
ACCT_003713,4
ACCT_003718,1
ACCT_003723,1
ACCT_003725,4
ACCT_003728,4
ACCT_003733,4
ACCT_003734,4
ACCT_003737,1
ACCT_003746,4
ACCT_003751,0
ACCT_003756,4
ACCT_003757,4
ACCT_003764,4
ACCT_003775,5
ACCT_003778,1
ACCT_003781,4
ACCT_003783,4
ACCT_003790,4
ACCT_003792,5
ACCT_003793,4
ACCT_003794,4
ACCT_003796,1
ACCT_003799,4
ACCT_003803,4
ACCT_003805,4
ACCT_003807,4
ACCT_003810,1
ACCT_003812,5
ACCT_003814,4
ACCT_003815,4
ACCT_003821,4
ACCT_003822,1
ACCT_003830,4
ACCT_003831,4
ACCT_003851,3
ACCT_003852,1
ACCT_003854,4
ACCT_003868,4
ACCT_003879,4
ACCT_003884,1
ACCT_003886,5
ACCT_003889,0
ACCT_003894,3
ACCT_003895,1
ACCT_003898,1
ACCT_003901,1
ACCT_003904,3
ACCT_003905,1
ACCT_003909,3
ACCT_003915,4
ACCT_003930,1
ACCT_003934,1
ACCT_003939,4
ACCT_003942,4
ACCT_003945,5
ACCT_003951,1
ACCT_003957,4
ACCT_003967,4
ACCT_003969,4
ACCT_003971,1
ACCT_003973,1
ACCT_003976,4
ACCT_003979,1
ACCT_003980,1
ACCT_003986,1
ACCT_003987,4
ACCT_003990,5
ACCT_003993,4
ACCT_003998,3
ACCT_004000,1
ACCT_004001,1
ACCT_004003,4
ACCT_004005,4
ACCT_004008,1
ACCT_004016,4
ACCT_004018,1
ACCT_004021,5
ACCT_004028,1
ACCT_004032,1
ACCT_004033,4
ACCT_004037,1
ACCT_004040,1
ACCT_004047,1
ACCT_004048,3
ACCT_004049,0
ACCT_004063,4
ACCT_004065,5
ACCT_004079,1
ACCT_004081,4
ACCT_004091,4
ACCT_004093,4
ACCT_004097,1
ACCT_004100,4
ACCT_004103,5
ACCT_004109,2
ACCT_004115,0
ACCT_004117,4
ACCT_004121,1
ACCT_004134,1
ACCT_004148,1
ACCT_004149,2
ACCT_004150,4
ACCT_004153,4
ACCT_004158,1
ACCT_004160,4
ACCT_004164,1
ACCT_004167,2
ACCT_004174,4
ACCT_004189,1
ACCT_004190,0
ACCT_004194,4
ACCT_004195,4
ACCT_004201,1
ACCT_004222,4
ACCT_004224,4
ACCT_004225,1
ACCT_004227,1
ACCT_004229,1
ACCT_004230,4
ACCT_004235,1
ACCT_004236,4
ACCT_004237,5
ACCT_004243,0
ACCT_004251,1
ACCT_004256,4
ACCT_004258,4
ACCT_004269,2
ACCT_004273,1
ACCT_004280,4
ACCT_004286,1
ACCT_004288,1
ACCT_004297,4
ACCT_004307,5
ACCT_004308,1
ACCT_004311,4
ACCT_004319,3
ACCT_004322,4
ACCT_004325,1
ACCT_004329,3
ACCT_004332,4
ACCT_004333,4
ACCT_004334,1
ACCT_004337,4
ACCT_004343,4
ACCT_004344,4
ACCT_004348,4
ACCT_004350,4
ACCT_004352,4
ACCT_004363,5
ACCT_004364,4
ACCT_004365,4
ACCT_004376,4
ACCT_004380,4
ACCT_004385,4
ACCT_004390,5
ACCT_004392,1
ACCT_004395,1
ACCT_004399,5
ACCT_004401,4
ACCT_004405,4
ACCT_004408,5
ACCT_004412,1
ACCT_004414,3
ACCT_004415,1
ACCT_004419,4
ACCT_004421,5
ACCT_004427,5
ACCT_004428,4
ACCT_004430,0
ACCT_004445,4
ACCT_004453,5
ACCT_004457,4
ACCT_004462,0
ACCT_004467,5
ACCT_004472,4
ACCT_004483,4
ACCT_004485,4
ACCT_004487,1
ACCT_004500,4
ACCT_004509,4
ACCT_004512,1
ACCT_004516,1
ACCT_004521,5
ACCT_004535,4
ACCT_004538,5
ACCT_004544,4
ACCT_004552,4
ACCT_004557,4
ACCT_004563,4
ACCT_004570,5
ACCT_004574,4
ACCT_004578,4
ACCT_004585,1
ACCT_004589,1
ACCT_004596,1
ACCT_004600,1
ACCT_004603,0
ACCT_004610,4
ACCT_004617,1
ACCT_004619,1
ACCT_004622,3
ACCT_004626,3
ACCT_004628,4
ACCT_004631,5
ACCT_004640,4
ACCT_004646,4
ACCT_004659,5
ACCT_004662,1
ACCT_004668,0
ACCT_004671,5
ACCT_004672,5
ACCT_004677,0
ACCT_004678,0
ACCT_004679,4
ACCT_004683,1
ACCT_004700,1
ACCT_004711,1
ACCT_004713,4
ACCT_004721,5
ACCT_004723,1
ACCT_004727,1
ACCT_004730,1
ACCT_004735,5
ACCT_004739,4
ACCT_004741,4
ACCT_004745,1
ACCT_004746,1
ACCT_004753,5
ACCT_004755,2
ACCT_004763,1
ACCT_004764,5
ACCT_004770,1
ACCT_004771,4
ACCT_004773,1
ACCT_004774,4
ACCT_004779,4
ACCT_004781,4
ACCT_004784,1
ACCT_004786,1
ACCT_004805,1
ACCT_004815,3
ACCT_004819,5
ACCT_004823,4
ACCT_004830,1
ACCT_004836,4
ACCT_004844,4
ACCT_004849,1
ACCT_004851,4
ACCT_004852,4
ACCT_004854,4
ACCT_004856,0
ACCT_004859,4
ACCT_004860,4
ACCT_004861,3
ACCT_004870,4
ACCT_004871,3
ACCT_004882,3
ACCT_004885,3
ACCT_004894,3
ACCT_004895,4
ACCT_004899,4
ACCT_004902,4
ACCT_004905,4
ACCT_004914,5
ACCT_004918,5
ACCT_004922,4
ACCT_004924,4
ACCT_004928,4
ACCT_004929,1
ACCT_004947,4
ACCT_004951,4
ACCT_004959,4
ACCT_004979,4
ACCT_004982,1
ACCT_004987,4
ACCT_004988,4
ACCT_004990,4
ACCT_004991,1
ACCT_004992,1
ACCT_004993,3
ACCT_005013,1
ACCT_005015,4
ACCT_005018,4
ACCT_005021,5
ACCT_005029,5
ACCT_005035,5
ACCT_005040,4
ACCT_005055,4
ACCT_005061,5
ACCT_005085,5
ACCT_005089,1
ACCT_005098,4
ACCT_005100,1
ACCT_005105,5
ACCT_005114,4
ACCT_005115,1
ACCT_005116,1
ACCT_005120,4
ACCT_005126,4
ACCT_005129,4
ACCT_005136,4
ACCT_005165,0
ACCT_005168,5
ACCT_005170,1
ACCT_005178,4
ACCT_005180,0
ACCT_005201,5
ACCT_005203,1
ACCT_005205,1
ACCT_005216,4
ACCT_005217,4
ACCT_005218,1
ACCT_005220,1
ACCT_005223,4
ACCT_005228,4
ACCT_005237,5
ACCT_005238,1
ACCT_005239,5
ACCT_005243,5
ACCT_005245,5
ACCT_005253,4
ACCT_005261,4
ACCT_005264,4
ACCT_005266,1
ACCT_005268,4
ACCT_005289,4
ACCT_005290,3
ACCT_005291,1
ACCT_005293,5
ACCT_005295,5
ACCT_005296,4
ACCT_005303,1
ACCT_005315,1
ACCT_005319,5
ACCT_005326,4
ACCT_005330,1
ACCT_005333,4
ACCT_005335,4
ACCT_005340,1
ACCT_005345,1
ACCT_005351,1
ACCT_005357,5
ACCT_005363,4
ACCT_005366,3
ACCT_005367,1
ACCT_005368,4
ACCT_005376,1
ACCT_005380,3
ACCT_005399,4
ACCT_005400,4
ACCT_005401,3
ACCT_005407,1
ACCT_005408,1
ACCT_005411,0
ACCT_005413,5
ACCT_005421,1
ACCT_005433,1
ACCT_005435,4
ACCT_005436,3
ACCT_005442,4
ACCT_005443,4
ACCT_005445,3
ACCT_005460,1
ACCT_005463,4
ACCT_005464,1
ACCT_005472,5
ACCT_005474,1
ACCT_005480,1
ACCT_005481,0
ACCT_005490,1
ACCT_005491,4
ACCT_005494,3
ACCT_005505,4
ACCT_005506,1
ACCT_005508,4
ACCT_005509,1
ACCT_005510,4
ACCT_005515,4
ACCT_005516,0
ACCT_005518,1
ACCT_005519,4
ACCT_005524,4
ACCT_005533,1
ACCT_005536,5
ACCT_005540,1
ACCT_005562,3
ACCT_005564,4
ACCT_005565,5
ACCT_005566,5
ACCT_005567,5
ACCT_005573,4
ACCT_005582,1
ACCT_005584,1
ACCT_005585,4
ACCT_005586,1
ACCT_005599,4
ACCT_005600,4
ACCT_005611,1
ACCT_005614,1
ACCT_005621,1
ACCT_005622,4
ACCT_005624,4
ACCT_005626,1
ACCT_005631,1
ACCT_005633,1
ACCT_005637,4
ACCT_005645,4
ACCT_005648,4
ACCT_005649,4
ACCT_005650,1
ACCT_005653,4
ACCT_005654,3
ACCT_005666,4
ACCT_005680,5
ACCT_005682,1
ACCT_005683,5
ACCT_005684,4
ACCT_005687,4
ACCT_005693,4
ACCT_005694,1
ACCT_005700,1
ACCT_005704,1
ACCT_005705,5
ACCT_005706,4
ACCT_005711,1
ACCT_005713,0
ACCT_005714,4
ACCT_005715,4
ACCT_005716,1
ACCT_005723,0
ACCT_005726,4
ACCT_005732,1
ACCT_005735,1
ACCT_005737,4
ACCT_005741,4
ACCT_005742,4
ACCT_005746,1
ACCT_005749,1
ACCT_005751,1
ACCT_005752,4
ACCT_005754,4
ACCT_005757,5
ACCT_005766,4
ACCT_005774,4
ACCT_005789,4
ACCT_005799,1
ACCT_005815,4
ACCT_005819,1
ACCT_005821,4
ACCT_005824,5
ACCT_005828,1
ACCT_005832,1
ACCT_005834,3
ACCT_005838,5
ACCT_005845,0
ACCT_005849,1
ACCT_005880,5
ACCT_005888,4
ACCT_005905,5
ACCT_005909,4
ACCT_005910,1
ACCT_005912,1
ACCT_005913,4
ACCT_005918,4
ACCT_005927,4
ACCT_005931,1
ACCT_005948,4
ACCT_005949,1
ACCT_005950,1
ACCT_005952,1
ACCT_005954,4
ACCT_005955,4
ACCT_005960,4
ACCT_005961,3
ACCT_005970,1
ACCT_005973,4
ACCT_005978,1
ACCT_005982,1
ACCT_005986,1
ACCT_005988,1
ACCT_005990,4
ACCT_006001,3
ACCT_006015,4
ACCT_006018,4
ACCT_006028,4
ACCT_006030,2
ACCT_006043,4
ACCT_006050,4
ACCT_006057,4
ACCT_006069,1
ACCT_006077,4
ACCT_006078,4
ACCT_006082,0
ACCT_006095,4
ACCT_006104,3
ACCT_006107,4
ACCT_006113,1
ACCT_006116,2
ACCT_006122,1
ACCT_006135,4
ACCT_006140,4
ACCT_006141,4
ACCT_006155,4
ACCT_006157,5
ACCT_006158,4
ACCT_006171,4
ACCT_006172,1
ACCT_006186,4
ACCT_006187,1
ACCT_006195,4
ACCT_006202,5
ACCT_006212,5
ACCT_006221,4
ACCT_006223,5
ACCT_006228,5
ACCT_006239,5
ACCT_006250,4
ACCT_006256,1
ACCT_006259,1
ACCT_006261,1
ACCT_006263,4
ACCT_006264,1
ACCT_006272,1
ACCT_006277,1
ACCT_006284,3
ACCT_006290,4
ACCT_006292,4
ACCT_006295,4
ACCT_006296,4
ACCT_006297,4
ACCT_006301,4
ACCT_006308,1
ACCT_006310,4
ACCT_006320,1
ACCT_006328,4
ACCT_006330,1
ACCT_006331,4
ACCT_006337,0
ACCT_006346,1
ACCT_006356,4
ACCT_006357,4
ACCT_006359,4
ACCT_006371,1
ACCT_006376,4
ACCT_006379,2
ACCT_006385,1
ACCT_006387,4
ACCT_006391,3
ACCT_006398,4
ACCT_006406,4
ACCT_006408,0
ACCT_006412,4
ACCT_006416,4
ACCT_006423,1
ACCT_006433,1
ACCT_006437,0
ACCT_006441,5
ACCT_006444,5
ACCT_006452,4
ACCT_006465,4
ACCT_006472,1
ACCT_006479,4
ACCT_006481,4
ACCT_006486,4
ACCT_006489,0
ACCT_006492,1
ACCT_006496,0
ACCT_006497,4
ACCT_006510,4
ACCT_006530,4
ACCT_006531,1
ACCT_006534,4
ACCT_006537,5
ACCT_006546,4
ACCT_006555,4
ACCT_006559,4
ACCT_006561,3
ACCT_006564,4
ACCT_006568,4
ACCT_006575,4
ACCT_006581,4
ACCT_006583,4
ACCT_006585,4
ACCT_006590,4
ACCT_006594,4
ACCT_006595,4
ACCT_006598,5
ACCT_006605,4
ACCT_006606,4
ACCT_006608,1
ACCT_006624,4
ACCT_006631,3
ACCT_006633,1
ACCT_006635,4
ACCT_006638,4
ACCT_006649,1
ACCT_006650,4
ACCT_006657,1
ACCT_006666,1
ACCT_006668,1
ACCT_006679,4
ACCT_006692,4
ACCT_006696,0
ACCT_006702,4
ACCT_006711,1
ACCT_006712,4
ACCT_006713,5
ACCT_006720,4
ACCT_006721,1
ACCT_006723,1
ACCT_006724,4
ACCT_006728,5
ACCT_006730,4
ACCT_006731,1
ACCT_006733,1
ACCT_006737,1
ACCT_006745,1
ACCT_006746,4
ACCT_006753,4
ACCT_006755,5
ACCT_006759,1
ACCT_006772,4
ACCT_006789,1
ACCT_006792,4
ACCT_006795,4
ACCT_006806,1
ACCT_006809,5
ACCT_006811,1
ACCT_006816,5
ACCT_006820,5
ACCT_006834,1
ACCT_006836,1
ACCT_006843,4
ACCT_006850,4
ACCT_006856,4
ACCT_006858,4
ACCT_006866,5
ACCT_006872,4
ACCT_006874,4
ACCT_006884,1
ACCT_006896,0
ACCT_006899,1
ACCT_006902,4
ACCT_006904,1
ACCT_006905,4
ACCT_006918,4
ACCT_006929,4
