branch_code,total_accounts,frozen_accounts,freeze_rate,labeled_accounts,mule_accounts,mule_rate
1110,4,1,0.25,3,0,0.0
1534,5,1,0.2,4,0,0.0
3525,5,1,0.2,3,0,0.0
4511,4,1,0.25,2,0,0.0
1114,7,1,0.14285714285714285,6,0,0.0
2263,11,1,0.09090909090909091,6,0,0.0
2864,5,1,0.2,3,0,0.0
1919,4,1,0.25,3,0,0.0
2265,4,1,0.25,1,0,0.0
3527,4,1,0.25,4,0,0.0
1922,8,1,0.125,4,0,0.0
2866,7,1,0.14285714285714285,2,0,0.0
1122,6,1,0.16666666666666666,4,0,0.0
1123,7,1,0.14285714285714285,6,1,0.16666666666666666
2268,4,1,0.25,3,0,0.0
1545,2,1,0.5,1,0,0.0
3871,7,1,0.14285714285714285,5,1,0.2
1926,6,1,0.16666666666666666,5,0,0.0
3872,5,1,0.2,2,0,0.0
2869,9,1,0.1111111111111111,3,0,0.0
5139,4,1,0.25,3,0,0.0
3874,7,1,0.14285714285714285,3,0,0.0
1132,8,1,0.125,6,0,0.0
4917,4,1,0.25,2,0,0.0
2592,5,1,0.2,3,0,0.0
4699,4,1,0.25,3,0,0.0
3119,4,1,0.25,3,0,0.0
5277,9,1,0.1111111111111111,5,0,0.0
1936,7,1,0.14285714285714285,5,1,0.2
4853,8,1,0.125,5,1,0.2
3338,6,1,0.16666666666666666,4,0,0.0
3339,6,1,0.16666666666666666,3,0,0.0
5472,6,1,0.16666666666666666,4,0,0.0
4783,4,1,0.25,2,0,0.0
5379,6,1,0.16666666666666666,2,0,0.0
5430,6,1,0.16666666666666666,5,0,0.0
2288,6,1,0.16666666666666666,5,0,0.0
3883,6,1,0.16666666666666666,4,0,0.0
3719,5,1,0.2,3,0,0.0
1149,4,1,0.25,1,0,0.0
5346,8,1,0.125,5,0,0.0
3131,7,1,0.14285714285714285,5,0,0.0
1570,6,1,0.16666666666666666,3,0,0.0
1153,7,1,0.14285714285714285,6,0,0.0
2293,5,1,0.2,1,0,0.0
2888,6,1,0.16666666666666666,5,0,0.0
2295,4,1,0.25,2,0,0.0
5381,1,1,1.0,1,0,0.0
2890,9,1,0.1111111111111111,7,0,0.0
1576,5,1,0.2,2,0,0.0
4619,4,1,0.25,2,0,0.0
5226,6,1,0.16666666666666666,5,0,0.0
2300,4,1,0.25,2,0,0.0
5045,6,1,0.16666666666666666,0,0,0.0
2302,7,1,0.14285714285714285,2,0,0.0
4418,6,1,0.16666666666666666,4,0,0.0
3137,9,1,0.1111111111111111,6,0,0.0
2896,5,1,0.2,4,0,0.0
3352,6,1,0.16666666666666666,1,0,0.0
3726,3,1,0.3333333333333333,1,0,0.0
2308,3,1,0.3333333333333333,2,0,0.0
3354,7,1,0.14285714285714285,2,0,0.0
2620,9,1,0.1111111111111111,6,0,0.0
2621,4,1,0.25,2,0,0.0
1593,3,1,0.3333333333333333,2,0,0.0
1594,7,1,0.14285714285714285,5,0,0.0
2313,4,1,0.25,3,0,0.0
1178,4,1,0.25,2,1,0.5
2622,4,1,0.25,2,0,0.0
1972,8,1,0.125,7,0,0.0
1598,9,1,0.1111111111111111,6,0,0.0
5477,5,1,0.2,3,0,0.0
4306,4,1,0.25,3,0,0.0
3143,9,1,0.1111111111111111,5,0,0.0
5285,9,1,0.1111111111111111,5,0,0.0
5103,6,1,0.16666666666666666,2,0,0.0
5190,7,1,0.14285714285714285,4,0,0.0
4048,4,1,0.25,3,0,0.0
4049,11,1,0.09090909090909091,3,0,0.0
3556,3,1,0.3333333333333333,2,0,0.0
3363,5,1,0.2,5,0,0.0
1609,5,1,0.2,3,0,0.0
2325,4,1,0.25,4,0,0.0
4187,3,1,0.3333333333333333,3,0,0.0
3898,13,1,0.07692307692307693,9,0,0.0
1196,6,1,0.16666666666666666,5,0,0.0
1613,7,1,0.14285714285714285,5,0,0.0
1986,3,1,0.3333333333333333,1,0,0.0
3899,8,1,0.125,3,0,0.0
1616,6,1,0.16666666666666666,4,1,0.25
1617,3,1,0.3333333333333333,1,0,0.0
2637,5,1,0.2,3,1,0.3333333333333333
1989,3,1,0.3333333333333333,2,0,0.0
3367,6,1,0.16666666666666666,4,1,0.25
3155,1,1,1.0,1,0,0.0
3368,6,1,0.16666666666666666,2,0,0.0
2334,4,1,0.25,3,1,0.3333333333333333
2917,4,1,0.25,3,0,0.0
5191,5,1,0.2,4,0,0.0
1996,5,1,0.2,4,0,0.0
5192,3,1,0.3333333333333333,0,0,0.0
2920,5,1,0.2,4,0,0.0
1629,4,1,0.25,1,0,0.0
3371,6,1,0.16666666666666666,2,0,0.0
2000,7,1,0.14285714285714285,7,0,0.0
1216,1,1,1.0,0,0,0.0
2922,6,1,0.16666666666666666,5,0,0.0
3902,4,1,0.25,2,0,0.0
5229,5,1,0.2,5,1,0.2
4533,4,1,0.25,3,0,0.0
3375,9,1,0.1111111111111111,4,0,0.0
2927,1,1,1.0,0,0,0.0
4868,4,1,0.25,3,1,0.3333333333333333
4056,5,1,0.2,5,0,0.0
2348,8,1,0.125,7,1,0.14285714285714285
2930,4,1,0.25,1,0,0.0
2655,3,1,0.3333333333333333,3,0,0.0
5260,5,1,0.2,3,1,0.3333333333333333
2353,5,1,0.2,2,0,0.0
1231,2,1,0.5,2,0,0.0
4060,5,1,0.2,3,0,0.0
4195,6,1,0.16666666666666666,3,0,0.0
2935,9,1,0.1111111111111111,4,0,0.0
1235,7,1,0.14285714285714285,6,0,0.0
2357,4,1,0.25,2,0,0.0
1237,7,1,0.14285714285714285,5,0,0.0
4871,8,1,0.125,8,0,0.0
4431,9,1,0.1111111111111111,5,0,0.0
1240,9,1,0.1111111111111111,7,0,0.0
4432,2,1,0.5,0,0,0.0
5154,4,1,0.25,4,0,0.0
4434,6,1,0.16666666666666666,2,0,0.0
4936,7,1,0.14285714285714285,4,0,0.0
5195,6,1,0.16666666666666666,3,0,0.0
2365,4,1,0.25,3,0,0.0
4324,8,1,0.125,4,0,0.0
5196,7,1,0.14285714285714285,5,0,0.0
3391,5,1,0.2,2,0,0.0
2369,4,1,0.25,1,0,0.0
2671,6,1,0.16666666666666666,5,0,0.0
2947,7,1,0.14285714285714285,5,0,0.0
2033,5,1,0.2,3,0,0.0
4071,3,1,0.3333333333333333,1,0,0.0
3581,4,1,0.25,3,0,0.0
2675,4,1,0.25,3,0,0.0
2375,10,1,0.1,4,0,0.0
4939,6,1,0.16666666666666666,6,0,0.0
5231,6,1,0.16666666666666666,3,0,0.0
2040,3,1,0.3333333333333333,3,1,0.3333333333333333
5329,4,1,0.25,3,0,0.0
3762,8,1,0.125,2,0,0.0
5002,8,1,0.125,3,0,0.0
4809,6,1,0.16666666666666666,3,0,0.0
2045,2,1,0.5,1,0,0.0
3765,3,1,0.3333333333333333,1,0,0.0
5060,4,1,0.25,2,0,0.0
5383,5,1,0.2,1,0,0.0
4445,3,1,0.3333333333333333,2,0,0.0
3192,6,1,0.16666666666666666,2,0,0.0
3769,5,1,0.2,4,0,0.0
4644,7,1,0.14285714285714285,5,1,0.2
4550,8,1,0.125,6,0,0.0
1686,8,1,0.125,7,0,0.0
2390,8,1,0.125,5,2,0.4
3196,3,1,0.3333333333333333,3,0,0.0
2056,6,1,0.16666666666666666,4,0,0.0
2966,6,1,0.16666666666666666,4,0,0.0
4215,6,1,0.16666666666666666,6,0,0.0
2395,4,1,0.25,4,0,0.0
1284,3,1,0.3333333333333333,1,0,0.0
1285,7,1,0.14285714285714285,4,1,0.25
3932,3,1,0.3333333333333333,3,0,0.0
1287,3,1,0.3333333333333333,1,0,0.0
2062,7,1,0.14285714285714285,6,0,0.0
2695,5,1,0.2,5,1,0.2
1697,4,1,0.25,2,0,0.0
3597,4,1,0.25,4,0,0.0
5234,4,1,0.25,2,0,0.0
3599,6,1,0.16666666666666666,2,0,0.0
4449,7,1,0.14285714285714285,4,0,0.0
4338,5,1,0.2,4,0,0.0
1703,4,1,0.25,2,0,0.0
1704,7,1,0.14285714285714285,5,1,0.2
3936,6,1,0.16666666666666666,5,0,0.0
4946,3,1,0.3333333333333333,2,0,0.0
1300,6,1,0.16666666666666666,3,0,0.0
1707,9,1,0.1111111111111111,6,0,0.0
2703,2,1,0.5,2,0,0.0
2704,7,1,0.14285714285714285,4,1,0.25
2976,5,1,0.2,3,0,0.0
3780,5,1,0.2,3,0,0.0
5331,4,1,0.25,4,1,0.25
2078,6,1,0.16666666666666666,0,0,0.0
3209,9,1,0.1111111111111111,3,0,0.0
2710,4,1,0.25,2,1,0.5
2711,6,1,0.16666666666666666,5,0,0.0
1312,5,1,0.2,5,0,0.0
3210,6,1,0.16666666666666666,3,0,0.0
4452,12,1,0.08333333333333333,9,0,0.0
4090,8,1,0.125,8,1,0.125
3943,5,1,0.2,4,0,0.0
3612,7,1,0.14285714285714285,4,0,0.0
1320,8,1,0.125,5,1,0.2
2421,9,1,0.1111111111111111,5,0,0.0
1726,6,1,0.16666666666666666,4,0,0.0
4735,6,1,0.16666666666666666,2,0,0.0
2423,7,1,0.14285714285714285,4,0,0.0
2720,7,1,0.14285714285714285,3,0,0.0
4736,5,1,0.2,4,0,0.0
2427,6,1,0.16666666666666666,4,0,0.0
4650,2,1,0.5,1,0,0.0
2725,3,1,0.3333333333333333,1,0,0.0
3790,7,1,0.14285714285714285,2,0,0.0
3430,6,1,0.16666666666666666,5,0,0.0
2100,6,1,0.16666666666666666,4,1,0.25
3223,5,1,0.2,5,1,0.2
3948,8,1,0.125,5,0,0.0
2434,5,1,0.2,2,0,0.0
3432,12,1,0.08333333333333333,6,0,0.0
2436,7,1,0.14285714285714285,6,0,0.0
1339,5,1,0.2,3,1,0.3333333333333333
3226,5,1,0.2,3,0,0.0
5064,3,1,0.3333333333333333,2,0,0.0
5065,4,1,0.25,3,0,0.0
5118,7,1,0.14285714285714285,3,0,0.0
5202,4,1,0.25,4,0,0.0
1749,8,1,0.125,4,1,0.25
1750,4,1,0.25,2,0,0.0
1348,9,1,0.1111111111111111,6,0,0.0
2736,4,1,0.25,2,1,0.5
3002,2,1,0.5,1,0,0.0
2114,7,1,0.14285714285714285,3,1,0.3333333333333333
2738,8,1,0.125,4,0,0.0
1353,2,1,0.5,0,0,0.0
1755,4,1,0.25,2,0,0.0
1756,4,1,0.25,4,0,0.0
1757,3,1,0.3333333333333333,2,0,0.0
5395,4,1,0.25,3,0,0.0
5069,4,1,0.25,2,0,0.0
5351,6,1,0.16666666666666666,4,0,0.0
4822,10,1,0.1,6,0,0.0
2449,3,1,0.3333333333333333,0,0,0.0
5415,5,1,0.2,2,0,0.0
2744,4,1,0.25,3,0,0.0
1364,7,1,0.14285714285714285,5,0,0.0
3008,6,1,0.16666666666666666,4,0,0.0
3443,4,1,0.25,3,1,0.3333333333333333
4566,4,1,0.25,1,0,0.0
2127,6,1,0.16666666666666666,3,0,0.0
5397,3,1,0.3333333333333333,2,1,0.5
1771,2,1,0.5,2,0,0.0
2750,3,1,0.3333333333333333,1,0,0.0
4238,10,1,0.1,7,1,0.14285714285714285
2131,4,1,0.25,3,0,0.0
4239,3,1,0.3333333333333333,2,1,0.5
2460,5,1,0.2,3,0,0.0
1778,2,1,0.5,2,1,0.5
3015,10,1,0.1,3,0,0.0
4661,3,1,0.3333333333333333,2,0,0.0
2463,4,1,0.25,1,0,0.0
4662,3,1,0.3333333333333333,2,0,0.0
3635,4,1,0.25,2,0,0.0
1383,3,1,0.3333333333333333,3,0,0.0
2466,6,1,0.16666666666666666,6,1,0.16666666666666666
3636,6,1,0.16666666666666666,3,0,0.0
2758,7,1,0.14285714285714285,5,0,0.0
1788,7,1,0.14285714285714285,4,0,0.0
3020,4,1,0.25,3,0,0.0
2143,5,1,0.2,3,0,0.0
3452,5,1,0.2,3,1,0.3333333333333333
1391,6,1,0.16666666666666666,3,0,0.0
2471,6,1,0.16666666666666666,3,1,0.3333333333333333
4360,4,1,0.25,1,0,0.0
5016,6,1,0.16666666666666666,4,0,0.0
1795,8,1,0.125,6,0,0.0
4362,4,1,0.25,3,0,0.0
3456,3,1,0.3333333333333333,3,0,0.0
2476,3,1,0.3333333333333333,3,0,0.0
4363,3,1,0.3333333333333333,1,0,0.0
2478,5,1,0.2,4,0,0.0
1402,5,1,0.2,4,0,0.0
5372,4,1,0.25,1,0,0.0
1405,5,1,0.2,2,1,0.5
2767,3,1,0.3333333333333333,1,0,0.0
3253,5,1,0.2,5,1,0.2
3254,3,1,0.3333333333333333,2,0,0.0
1409,11,1,0.09090909090909091,6,0,0.0
1411,5,1,0.2,2,0,0.0
5074,4,1,0.25,2,0,0.0
4249,7,1,0.14285714285714285,6,0,0.0
4119,7,1,0.14285714285714285,5,1,0.2
3646,6,1,0.16666666666666666,4,0,0.0
4250,10,1,0.1,4,1,0.25
4750,4,1,0.25,2,0,0.0
4751,6,1,0.16666666666666666,4,0,0.0
4123,5,1,0.2,4,0,0.0
5355,5,1,0.2,2,0,0.0
1815,7,1,0.14285714285714285,4,0,0.0
3652,5,1,0.2,4,0,0.0
4829,7,1,0.14285714285714285,4,0,0.0
4578,5,1,0.2,3,0,0.0
2783,3,1,0.3333333333333333,3,0,0.0
2792,3,1,0.3333333333333333,2,0,0.0
5453,6,1,0.16666666666666666,3,0,0.0
1822,5,1,0.2,4,0,0.0
5210,3,1,0.3333333333333333,2,0,0.0
3271,5,1,0.2,3,0,0.0
4129,5,1,0.2,5,1,0.2
2793,4,1,0.25,3,0,0.0
3477,6,1,0.16666666666666666,4,1,0.25
1438,7,1,0.14285714285714285,5,0,0.0
3052,7,1,0.14285714285714285,5,0,0.0
5500,22,1,0.045454545454545456,10,0,0.0
5503,7,1,0.14285714285714285,2,0,0.0
5514,4,1,0.25,4,0,0.0
5556,5,1,0.2,3,0,0.0
5576,3,1,0.3333333333333333,2,0,0.0
5579,3,1,0.3333333333333333,2,0,0.0
5582,4,1,0.25,1,0,0.0
5600,7,1,0.14285714285714285,2,0,0.0
5607,6,1,0.16666666666666666,4,0,0.0
5625,4,1,0.25,2,0,0.0
5639,10,1,0.1,5,0,0.0
5640,7,1,0.14285714285714285,4,0,0.0
5648,2,1,0.5,2,0,0.0
9987,3,1,0.3333333333333333,2,0,0.0
5675,5,1,0.2,1,0,0.0
5684,7,1,0.14285714285714285,6,0,0.0
5694,6,1,0.16666666666666666,3,0,0.0
5696,3,1,0.3333333333333333,2,0,0.0
5700,3,1,0.3333333333333333,2,0,0.0
5720,6,1,0.16666666666666666,5,0,0.0
5724,4,1,0.25,2,0,0.0
5725,6,1,0.16666666666666666,3,0,0.0
5747,5,1,0.2,4,0,0.0
5755,7,1,0.14285714285714285,3,0,0.0
5765,3,1,0.3333333333333333,2,0,0.0
5767,3,1,0.3333333333333333,2,0,0.0
5772,1,1,1.0,0,0,0.0
5774,4,1,0.25,3,0,0.0
5780,7,1,0.14285714285714285,4,0,0.0
5802,4,1,0.25,2,0,0.0
5809,5,1,0.2,4,0,0.0
5816,7,1,0.14285714285714285,6,1,0.16666666666666666
5817,5,1,0.2,3,0,0.0
5838,9,1,0.1111111111111111,3,0,0.0
5850,8,1,0.125,6,0,0.0
5853,3,1,0.3333333333333333,0,0,0.0
5860,5,1,0.2,2,0,0.0
5861,6,1,0.16666666666666666,1,0,0.0
5876,4,1,0.25,3,0,0.0
5879,5,1,0.2,3,0,0.0
5906,2,1,0.5,2,0,0.0
5912,5,1,0.2,4,0,0.0
5918,10,1,0.1,6,0,0.0
5922,4,1,0.25,2,0,0.0
5938,4,1,0.25,2,0,0.0
5944,3,1,0.3333333333333333,3,0,0.0
5957,2,1,0.5,1,0,0.0
5960,2,1,0.5,1,0,0.0
5961,6,1,0.16666666666666666,4,0,0.0
5963,5,1,0.2,4,0,0.0
5986,2,1,0.5,1,1,1.0
5995,8,1,0.125,6,0,0.0
6004,4,1,0.25,4,0,0.0
6005,3,1,0.3333333333333333,1,0,0.0
6038,2,1,0.5,2,0,0.0
6057,2,1,0.5,1,0,0.0
6082,5,1,0.2,2,0,0.0
6097,4,1,0.25,3,1,0.3333333333333333
6115,5,1,0.2,2,0,0.0
6117,4,1,0.25,2,0,0.0
6131,10,1,0.1,5,0,0.0
6133,3,1,0.3333333333333333,3,1,0.3333333333333333
6144,5,1,0.2,3,0,0.0
6163,7,1,0.14285714285714285,2,0,0.0
6169,5,1,0.2,4,1,0.25
6172,6,1,0.16666666666666666,3,0,0.0
6182,6,1,0.16666666666666666,4,0,0.0
6185,5,1,0.2,3,0,0.0
6193,7,1,0.14285714285714285,4,0,0.0
6194,3,1,0.3333333333333333,3,0,0.0
6213,4,1,0.25,3,0,0.0
6224,5,1,0.2,4,0,0.0
6232,5,1,0.2,5,0,0.0
6248,8,1,0.125,4,0,0.0
6258,6,1,0.16666666666666666,3,0,0.0
6270,8,1,0.125,2,0,0.0
6275,4,1,0.25,4,0,0.0
6287,5,1,0.2,1,0,0.0
6288,5,1,0.2,2,0,0.0
6314,7,1,0.14285714285714285,2,0,0.0
6325,7,1,0.14285714285714285,7,0,0.0
6329,5,1,0.2,4,0,0.0
6343,6,1,0.16666666666666666,4,0,0.0
6350,8,1,0.125,2,0,0.0
6361,3,1,0.3333333333333333,3,0,0.0
6366,5,1,0.2,4,0,0.0
6375,4,1,0.25,2,0,0.0
6388,5,1,0.2,4,0,0.0
6396,3,1,0.3333333333333333,3,0,0.0
6411,5,1,0.2,3,0,0.0
6416,10,1,0.1,9,1,0.1111111111111111
6421,5,1,0.2,2,0,0.0
6426,6,1,0.16666666666666666,2,0,0.0
5434,7,1,0.14285714285714285,5,0,0.0
6451,6,1,0.16666666666666666,3,0,0.0
6460,6,1,0.16666666666666666,4,1,0.25
6462,5,1,0.2,3,0,0.0
6476,7,1,0.14285714285714285,5,1,0.2
5464,7,1,0.14285714285714285,6,0,0.0
6493,8,1,0.125,6,0,0.0
6498,6,1,0.16666666666666666,3,0,0.0
6505,7,1,0.14285714285714285,4,0,0.0
6518,4,1,0.25,3,0,0.0
6526,5,1,0.2,2,1,0.5
6548,5,1,0.2,4,0,0.0
6555,3,1,0.3333333333333333,0,0,0.0
6562,2,1,0.5,0,0,0.0
6573,6,1,0.16666666666666666,2,0,0.0
6588,4,1,0.25,3,0,0.0
6594,4,1,0.25,3,0,0.0
6601,6,1,0.16666666666666666,5,0,0.0
6612,4,1,0.25,4,0,0.0
6666,4,1,0.25,2,0,0.0
6668,11,1,0.09090909090909091,9,0,0.0
2513,6,1,0.16666666666666666,4,0,0.0
6703,7,1,0.14285714285714285,4,0,0.0
6712,9,1,0.1111111111111111,5,0,0.0
6723,7,1,0.14285714285714285,5,1,0.2
6729,6,1,0.16666666666666666,4,1,0.25
9991,4,1,0.25,3,0,0.0
6777,5,1,0.2,4,0,0.0
9992,6,1,0.16666666666666666,3,0,0.0
6787,4,1,0.25,3,0,0.0
6789,5,1,0.2,4,0,0.0
6830,4,1,0.25,1,0,0.0
6831,8,1,0.125,6,0,0.0
6841,8,1,0.125,4,0,0.0
6868,6,1,0.16666666666666666,3,0,0.0
4134,8,1,0.125,8,0,0.0
6886,6,1,0.16666666666666666,2,0,0.0
6931,6,1,0.16666666666666666,2,0,0.0
6933,4,1,0.25,2,0,0.0
6940,4,1,0.25,3,0,0.0
6951,5,1,0.2,3,0,0.0
6955,6,1,0.16666666666666666,2,0,0.0
6957,6,1,0.16666666666666666,4,0,0.0
6958,4,1,0.25,2,0,0.0
6959,3,1,0.3333333333333333,3,0,0.0
6960,8,1,0.125,4,0,0.0
6964,7,1,0.14285714285714285,3,0,0.0
6972,3,1,0.3333333333333333,2,0,0.0
6973,7,1,0.14285714285714285,4,1,0.25
6980,6,1,0.16666666666666666,5,0,0.0
7013,9,1,0.1111111111111111,7,0,0.0
7020,3,1,0.3333333333333333,2,0,0.0
7024,3,1,0.3333333333333333,2,0,0.0
1444,7,1,0.14285714285714285,3,0,0.0
7041,6,1,0.16666666666666666,4,0,0.0
7048,1,1,1.0,1,0,0.0
7064,4,1,0.25,3,0,0.0
7066,5,1,0.2,4,0,0.0
7068,2,1,0.5,1,0,0.0
3664,3,1,0.3333333333333333,1,0,0.0
7080,4,1,0.25,4,0,0.0
1446,8,1,0.125,6,0,0.0
7093,7,1,0.14285714285714285,3,0,0.0
7110,3,1,0.3333333333333333,1,0,0.0
7119,5,1,0.2,3,0,0.0
7120,5,1,0.2,3,0,0.0
7122,4,1,0.25,1,0,0.0
7124,6,1,0.16666666666666666,2,0,0.0
7135,3,1,0.3333333333333333,2,1,0.5
7149,3,1,0.3333333333333333,1,0,0.0
7166,5,1,0.2,4,1,0.25
7169,8,1,0.125,3,0,0.0
7170,4,1,0.25,1,0,0.0
7171,6,1,0.16666666666666666,3,0,0.0
7225,6,1,0.16666666666666666,4,0,0.0
4485,3,1,0.3333333333333333,2,0,0.0
7245,5,1,0.2,2,1,0.5
7246,5,1,0.2,2,0,0.0
7252,7,1,0.14285714285714285,4,0,0.0
7275,7,1,0.14285714285714285,2,0,0.0
7288,5,1,0.2,2,0,0.0
7291,5,1,0.2,4,1,0.25
7306,3,1,0.3333333333333333,3,0,0.0
7323,7,1,0.14285714285714285,3,0,0.0
7327,8,1,0.125,6,1,0.16666666666666666
7373,4,1,0.25,3,0,0.0
7384,5,1,0.2,2,0,0.0
7400,7,1,0.14285714285714285,4,0,0.0
7406,8,1,0.125,3,0,0.0
7408,8,1,0.125,5,0,0.0
1448,3,1,0.3333333333333333,3,1,0.3333333333333333
7432,3,1,0.3333333333333333,1,0,0.0
7448,6,1,0.16666666666666666,2,0,0.0
7457,3,1,0.3333333333333333,1,0,0.0
7467,4,1,0.25,3,0,0.0
7487,5,1,0.2,2,0,0.0
7493,6,1,0.16666666666666666,1,0,0.0
7515,5,1,0.2,3,0,0.0
7526,2,1,0.5,1,0,0.0
7532,5,1,0.2,4,0,0.0
7540,6,1,0.16666666666666666,3,0,0.0
7541,7,1,0.14285714285714285,4,0,0.0
7549,4,1,0.25,2,0,0.0
1449,6,1,0.16666666666666666,4,0,0.0
7586,3,1,0.3333333333333333,1,0,0.0
7598,6,1,0.16666666666666666,4,0,0.0
7599,5,1,0.2,3,0,0.0
7605,2,1,0.5,2,1,0.5
7609,4,1,0.25,3,0,0.0
5174,6,1,0.16666666666666666,5,0,0.0
7645,6,1,0.16666666666666666,3,0,0.0
7666,4,1,0.25,3,0,0.0
3836,4,1,0.25,3,0,0.0
5131,6,1,0.16666666666666666,3,0,0.0
